country_name,country_code,indicator_name,indicator_code,year,debt_value
Guatemala,GUA,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,160796475.43285993
Sao Tome and Principe,SAO,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,313970209.7438594
"Yemen, Rep.",YEM,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,492614760.15854
Ghana,GHA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,58573996.17252686
Mali,MAL,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,137037839.72787702
Burkina Faso,BUR,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,199927710.31056413
Maldives,MAL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,44449446.118645824
Comoros,COM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,30771344.807759173
Pakistan,PAK,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,757505766.6227627
Morocco,MOR,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,203801863.02135053
India,IND,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,309005566.30444866
Cameroon,CAM,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,1905708284.3642907
Grenada,GRE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,257409103.00472465
"Yemen, Rep.",YEM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,60653773.160501264
Armenia,ARM,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,213322711.1113693
Belarus,BEL,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,198964075.7298319
Guinea-Bissau,GUI,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,270643419.45110345
"Yemen, Rep.",YEM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,213727389.1157224
Honduras,HON,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,176528961.50714633
Moldova,MOL,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,820936766.1113714
Kosovo,KOS,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,1374628435.7338622
Cambodia,CAM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,31080879.989881337
Syrian Arab Republic,SYR,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,1005546950.0099704
Eswatini,ESW,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,3009962259.260954
South Africa,SOU,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,481797551.929856
Kazakhstan,KAZ,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,49693318.29655792
Malawi,MAL,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,392173569.3732196
Kazakhstan,KAZ,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,20830019.382676117
Bolivia,BOL,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,2113056158.9870555
Senegal,SEN,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,35057044.274247706
Lao PDR,LAO,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,548897934.0146956
Belarus,BEL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,36208844.540731445
Senegal,SEN,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,27178150.218106277
Paraguay,PAR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,56912869.94964542
Paraguay,PAR,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,84699058.96547052
St. Vincent and the Grenadines,ST.,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,224799436.70938963
Mexico,MEX,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,286815254.7665655
Kosovo,KOS,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,299153246.60221845
Sao Tome and Principe,SAO,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,38784094.97082952
Fiji,FIJ,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,93327041.20195396
Niger,NIG,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,115982040.3589855
Sao Tome and Principe,SAO,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,154396859.48588845
Togo,TOG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,43905853.88549831
Guinea-Bissau,GUI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,34108554.83479964
Tonga,TON,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2016,380446505.386106
Afghanistan,AFG,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,106662146.47454596
Tonga,TON,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,676397729.7356071
Mexico,MEX,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,310138076.3769748
Bulgaria,BUL,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,44202676.14473462
Guatemala,GUA,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,183250599.92026052
Nepal,NEP,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,219763144.153236
Bulgaria,BUL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,13808632.894408915
"Iran, Islamic Rep.",IRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,471209734.162483
Georgia,GEO,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,3121123597.6015043
"Egypt, Arab Rep.",EGY,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,843631.4110253964
Zimbabwe,ZIM,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,293199267.10040253
Belarus,BEL,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,96101764.5916643
Samoa,SAM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,10605627.34054195
Burundi,BUR,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,12813791.243517412
Turkey,TUR,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,1667064316.468676
Afghanistan,AFG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,429040420.2606484
Paraguay,PAR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,19376361.296982165
Bolivia,BOL,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,1579736726.8696811
Tajikistan,TAJ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,55338481.98875768
North Macedonia,NOR,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,76163231.59978446
Nicaragua,NIC,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,178600167.4220248
Costa Rica,COS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,29544202.848818406
Ecuador,ECU,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,487561130.458563
Bhutan,BHU,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,39498545.64295048
Zambia,ZAM,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,506833699.4770842
Jamaica,JAM,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,569156005.9032589
Morocco,MOR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,41170981.3788849
Philippines,PHI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,328652997.7617497
Djibouti,DJI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,240833362.40299788
Belize,BEL,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,277949167.23298514
China,CHI,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,281691414.5499408
Indonesia,IND,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,549932516.1945698
"Congo, Dem. Rep.",CON,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,560062180.8833153
Maldives,MAL,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,127410576.26377356
Djibouti,DJI,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2016,1277139513.641362
Central African Republic,CEN,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,1419992472.1442013
Tunisia,TUN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,183380978.5696123
Tanzania,TAN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,18931361.85412555
Guinea,GUI,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,52794886.70419719
Vietnam,VIE,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,100028897.52325578
Kenya,KEN,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,76857415.7649981
North Macedonia,NOR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,70756599.99144465
Eritrea,ERI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,34051246.37743803
Somalia,SOM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,7731008.306424432
Belarus,BEL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,32867800.63106212
Somalia,SOM,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,19112627.361636117
Morocco,MOR,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,246321627.42099297
China,CHI,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2016,644766796.944077
Grenada,GRE,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,125515480.71525292
Burkina Faso,BUR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,39235082.50235067
Chad,CHA,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,89153269.33287057
Argentina,ARG,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,1254121011.248859
Paraguay,PAR,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,43284270.73083399
Belarus,BEL,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,155909613.78127667
Liberia,LIB,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,127069399.20709214
Mali,MAL,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,230731290.85658112
Ukraine,UKR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,54742676.96547347
Gabon,GAB,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,7434853130.850118
Nicaragua,NIC,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2016,156799754.19788036
Brazil,BRA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,30975308.63787059
Samoa,SAM,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2016,9435091.598597778
Indonesia,IND,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,94017528.05129212
Sierra Leone,SIE,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,1163618751.5591009
Pakistan,PAK,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,2355673722.7195306
Cameroon,CAM,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,309182982.5812562
Cabo Verde,CAB,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2016,1113954731.4966278
North Macedonia,NOR,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2016,167458325.8620519
Ukraine,UKR,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2016,18809645.398921598
India,IND,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,116275672.68006235
Ghana,GHA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,26183854.39007963
Moldova,MOL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,305367837.92448044
Burundi,BUR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,56057807.90491786
South Africa,SOU,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,76156413.616317
Honduras,HON,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,172241673.5906442
Benin,BEN,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,11587626.551246306
Brazil,BRA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,6336241.389607937
Myanmar,MYA,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,1118416758.9545443
Samoa,SAM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,4485820.552199293
India,IND,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2016,614816094.9628043
Brazil,BRA,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,41474688.65089258
Guinea-Bissau,GUI,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,139410831.78006098
Belarus,BEL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,76215982.00532211
Burundi,BUR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,14913671.74038063
Vanuatu,VAN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2016,11821078.128011772
Nepal,NEP,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2016,91392999.96957208
Morocco,MOR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2016,118917932.7695314
Djibouti,DJI,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,498873143.4663031
Belarus,BEL,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2016,15909485.183048788
Turkmenistan,TUR,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,2980058545.950308
Cote d'Ivoire,COT,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,1174537126.654571
Bosnia and Herzegovina,BOS,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,820436515.3659849
Gabon,GAB,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2016,2563295150.509955
Turkey,TUR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,177018790.1664374
Burundi,BUR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2016,43492325.21440167
Niger,NIG,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2016,188702846.9648314
Mauritania,MAU,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2016,89673364.32513145
Fiji,FIJ,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2016,42509320.20276016
Guinea-Bissau,GUI,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2016,131147110.63537012
